Train_ID,Train_Type,Current_Position,Delay_Min,Buffer_Min,Track_Availability,Stopping_Pattern,Section_Type,Speed_Limit,Decision,Hold_Station,Hold_Time,Reroute_Path,Additional_Time,Reason
T0748,Freight,Section_20,76,45,Occupied,All Stops,Double-line,100,Reroute Train T0748,,,Station_37 → Section_15 → Section_23,19.0,Maintenance
T0749,Express,Station_48,13,37,Occupied,All Stops,Double-line,90,Reroute Train T0749,,,Section_2 → Station_27 → Station_47,28.0,Accident
T0750,Express,Station_24,57,40,Free,All Stops,Single-line,100,Hold Train T0750,Station_9,29.0,,,
T0751,Freight,Station_47,51,23,Free,All Stops,Double-line,60,Hold Train T0751,Station_2,26.0,,,
T0752,Express,Station_11,37,54,Occupied,Skip,Single-line,60,Hold Train T0752,Station_33,25.0,,,
T0753,Passenger,Station_24,33,2,Occupied,Skip,Single-line,60,Reroute Train T0753,,,Section_3 → Section_20 → Section_27,8.0,Accident
T0754,Express,Section_13,17,34,Free,Skip,Double-line,100,Allow Train T0754 to go first,,,,,
T0755,Express,Section_15,92,7,Free,All Stops,Single-line,80,Allow Train T0755 to go first,,,,,
T0756,Express,Section_21,18,11,Free,Skip,Double-line,60,Reroute Train T0756,,,Station_36 → Section_11 → Station_42,14.0,Congestion
T0757,Passenger,Section_28,75,38,Occupied,Skip,Single-line,90,Allow Train T0757 to go first,,,,,
T0758,Express,Section_43,96,35,Occupied,All Stops,Single-line,80,Hold Train T0758,Station_7,27.0,,,
T0759,Express,Station_32,44,42,Free,All Stops,Single-line,90,Hold Train T0759,Station_10,10.0,,,
T0760,Freight,Section_18,75,8,Free,All Stops,Double-line,60,Reroute Train T0760,,,Section_40 → Section_36 → Station_47,36.0,Maintenance
T0761,Freight,Section_48,59,33,Free,Skip,Single-line,110,Allow Train T0761 to go first,,,,,
T0762,Express,Station_4,114,19,Free,All Stops,Double-line,80,Hold Train T0762,Station_5,24.0,,,
T0763,Passenger,Section_48,16,50,Free,All Stops,Double-line,100,Reroute Train T0763,,,Section_3 → Section_9 → Station_37,13.0,Maintenance
T0764,Express,Station_11,82,32,Free,Skip,Double-line,80,Hold Train T0764,Station_32,22.0,,,
T0765,Freight,Section_41,3,43,Free,All Stops,Single-line,120,Allow Train T0765 to go first,,,,,
T0766,Express,Station_29,105,42,Occupied,All Stops,Single-line,120,Hold Train T0766,Station_39,23.0,,,
T0767,Express,Station_41,104,21,Occupied,All Stops,Double-line,90,Reroute Train T0767,,,Section_24 → Station_40 → Section_40,6.0,Accident
T0768,Express,Section_24,114,47,Free,All Stops,Double-line,110,Reroute Train T0768,,,Station_7 → Section_39 → Station_39,27.0,Congestion
T0769,Freight,Section_28,102,34,Occupied,Skip,Double-line,60,Reroute Train T0769,,,Station_7 → Station_50 → Station_43,31.0,Weather
T0770,Express,Station_30,57,48,Occupied,All Stops,Double-line,60,Allow Train T0770 to go first,,,,,
T0771,Passenger,Station_41,18,28,Occupied,Skip,Single-line,100,Reroute Train T0771,,,Section_22 → Station_9 → Station_39,40.0,Maintenance
T0772,Express,Station_46,28,40,Free,All Stops,Single-line,100,Reroute Train T0772,,,Section_2 → Section_29 → Station_21,30.0,Accident
T0773,Passenger,Station_39,58,49,Occupied,Skip,Double-line,60,Reroute Train T0773,,,Station_37 → Section_37 → Station_24,20.0,Congestion
T0774,Passenger,Station_23,27,19,Free,Skip,Double-line,60,Hold Train T0774,Station_46,9.0,,,
T0775,Passenger,Station_15,92,21,Occupied,Skip,Double-line,110,Allow Train T0775 to go first,,,,,
T0776,Passenger,Section_19,43,20,Occupied,All Stops,Single-line,100,Allow Train T0776 to go first,,,,,
T0777,Passenger,Section_23,103,24,Free,Skip,Double-line,80,Hold Train T0777,Station_29,6.0,,,
T0778,Express,Section_48,27,14,Free,All Stops,Double-line,90,Allow Train T0778 to go first,,,,,
T0779,Express,Station_11,41,40,Free,All Stops,Single-line,60,Hold Train T0779,Station_2,9.0,,,
T0780,Freight,Section_6,50,11,Free,All Stops,Single-line,60,Hold Train T0780,Station_19,10.0,,,
T0781,Freight,Station_18,106,8,Free,All Stops,Single-line,100,Hold Train T0781,Station_35,29.0,,,
T0782,Express,Station_16,45,43,Free,Skip,Double-line,100,Reroute Train T0782,,,Station_27 → Section_11 → Station_1,30.0,Congestion
T0783,Express,Station_46,96,2,Free,Skip,Single-line,110,Allow Train T0783 to go first,,,,,
T0784,Freight,Station_6,38,34,Occupied,Skip,Single-line,80,Allow Train T0784 to go first,,,,,
T0785,Passenger,Station_13,85,37,Free,Skip,Single-line,120,Allow Train T0785 to go first,,,,,
T0786,Express,Station_48,79,14,Occupied,All Stops,Single-line,110,Allow Train T0786 to go first,,,,,
T0787,Express,Station_8,82,1,Free,All Stops,Double-line,60,Hold Train T0787,Station_10,10.0,,,
T0788,Passenger,Station_49,91,45,Occupied,All Stops,Single-line,110,Reroute Train T0788,,,Station_48 → Station_46 → Section_27,24.0,Maintenance
T0789,Freight,Section_8,74,39,Free,Skip,Single-line,90,Hold Train T0789,Station_47,30.0,,,
T0790,Express,Station_18,95,14,Free,All Stops,Double-line,100,Reroute Train T0790,,,Section_49 → Station_10 → Station_37,26.0,Weather
T0791,Passenger,Section_7,93,18,Free,All Stops,Single-line,120,Allow Train T0791 to go first,,,,,
T0792,Freight,Station_38,120,48,Occupied,Skip,Single-line,60,Reroute Train T0792,,,Section_8 → Section_14 → Section_5,31.0,Weather
T0793,Passenger,Station_8,44,11,Occupied,All Stops,Single-line,80,Allow Train T0793 to go first,,,,,
T0794,Freight,Station_21,70,5,Occupied,All Stops,Single-line,100,Reroute Train T0794,,,Station_10 → Section_43 → Section_30,8.0,Congestion
T0795,Express,Station_32,8,43,Free,All Stops,Double-line,120,Reroute Train T0795,,,Section_38 → Section_7 → Station_4,29.0,Weather
T0796,Freight,Section_5,26,21,Free,Skip,Single-line,80,Reroute Train T0796,,,Section_13 → Station_16 → Section_20,27.0,Congestion
T0797,Express,Station_18,48,52,Occupied,All Stops,Double-line,80,Hold Train T0797,Station_6,7.0,,,
T0798,Passenger,Station_20,77,19,Free,Skip,Single-line,60,Reroute Train T0798,,,Station_32 → Section_9 → Station_44,20.0,Congestion
T0799,Express,Section_40,89,4,Free,Skip,Double-line,100,Hold Train T0799,Station_39,26.0,,,
T0800,Freight,Section_15,108,24,Occupied,Skip,Single-line,100,Reroute Train T0800,,,Section_42 → Station_34 → Station_14,36.0,Congestion
T0801,Freight,Section_14,52,21,Free,All Stops,Single-line,110,Allow Train T0801 to go first,,,,,
T0802,Express,Station_13,12,49,Occupied,Skip,Double-line,90,Allow Train T0802 to go first,,,,,
T0803,Freight,Section_5,50,18,Free,All Stops,Double-line,80,Hold Train T0803,Station_5,30.0,,,
T0804,Express,Section_13,23,17,Occupied,All Stops,Single-line,80,Hold Train T0804,Station_24,26.0,,,
T0805,Passenger,Station_41,119,48,Occupied,All Stops,Double-line,90,Reroute Train T0805,,,Section_7 → Section_16 → Station_38,32.0,Congestion
T0806,Express,Station_36,104,51,Occupied,All Stops,Single-line,60,Hold Train T0806,Station_27,25.0,,,
T0807,Express,Station_41,0,26,Free,All Stops,Double-line,100,Reroute Train T0807,,,Station_43 → Station_15 → Station_19,8.0,Weather
T0808,Express,Section_47,57,56,Occupied,All Stops,Single-line,110,Allow Train T0808 to go first,,,,,
T0809,Freight,Station_41,89,1,Occupied,Skip,Double-line,120,Hold Train T0809,Station_9,7.0,,,
T0810,Express,Section_24,14,19,Occupied,All Stops,Single-line,80,Allow Train T0810 to go first,,,,,
T0811,Express,Station_38,114,31,Occupied,Skip,Double-line,90,Hold Train T0811,Station_47,23.0,,,
T0812,Passenger,Station_18,47,7,Occupied,Skip,Double-line,60,Allow Train T0812 to go first,,,,,
T0813,Express,Section_34,78,33,Free,Skip,Double-line,100,Reroute Train T0813,,,Section_38 → Station_19 → Section_50,20.0,Congestion
T0814,Passenger,Section_33,93,56,Free,Skip,Double-line,90,Allow Train T0814 to go first,,,,,
T0815,Freight,Section_1,62,25,Occupied,Skip,Double-line,80,Hold Train T0815,Station_41,12.0,,,
T0816,Freight,Station_18,108,55,Occupied,Skip,Single-line,60,Allow Train T0816 to go first,,,,,
T0817,Express,Station_20,3,52,Free,All Stops,Double-line,80,Hold Train T0817,Station_17,29.0,,,
T0818,Freight,Station_27,26,48,Free,All Stops,Double-line,120,Reroute Train T0818,,,Station_49 → Station_3 → Section_16,15.0,Weather
T0819,Passenger,Section_43,94,40,Free,Skip,Double-line,60,Hold Train T0819,Station_41,26.0,,,
T0820,Passenger,Section_28,117,18,Occupied,Skip,Single-line,110,Hold Train T0820,Station_27,13.0,,,
T0821,Freight,Section_42,106,3,Free,Skip,Single-line,90,Reroute Train T0821,,,Station_48 → Section_48 → Station_12,18.0,Accident
T0822,Express,Section_34,113,55,Free,Skip,Single-line,90,Hold Train T0822,Station_26,8.0,,,
T0823,Passenger,Station_45,100,57,Free,Skip,Single-line,110,Reroute Train T0823,,,Section_16 → Section_24 → Section_32,7.0,Accident
T0824,Passenger,Section_32,8,3,Occupied,Skip,Double-line,80,Allow Train T0824 to go first,,,,,
T0825,Passenger,Section_2,49,57,Occupied,Skip,Single-line,90,Allow Train T0825 to go first,,,,,
T0826,Freight,Section_32,83,6,Occupied,Skip,Double-line,90,Hold Train T0826,Station_21,16.0,,,
T0827,Freight,Station_7,25,2,Free,Skip,Double-line,110,Hold Train T0827,Station_25,14.0,,,
T0828,Passenger,Station_15,62,53,Occupied,All Stops,Single-line,60,Reroute Train T0828,,,Station_5 → Station_20 → Section_10,11.0,Weather
T0829,Freight,Section_18,88,35,Free,All Stops,Single-line,100,Allow Train T0829 to go first,,,,,
T0830,Express,Station_47,66,59,Occupied,All Stops,Double-line,60,Allow Train T0830 to go first,,,,,
T0831,Freight,Section_24,60,52,Occupied,All Stops,Double-line,110,Reroute Train T0831,,,Section_42 → Section_17 → Station_26,17.0,Congestion
T0832,Passenger,Station_9,60,55,Free,All Stops,Single-line,90,Reroute Train T0832,,,Station_27 → Station_48 → Station_25,21.0,Accident
T0833,Freight,Section_20,8,37,Occupied,All Stops,Double-line,100,Reroute Train T0833,,,Station_20 → Section_20 → Station_48,20.0,Accident
T0834,Express,Station_32,74,41,Free,All Stops,Single-line,100,Hold Train T0834,Station_43,9.0,,,
T0835,Express,Section_10,115,49,Occupied,All Stops,Single-line,60,Reroute Train T0835,,,Station_43 → Section_20 → Station_35,32.0,Weather
T0836,Freight,Section_13,77,55,Free,Skip,Single-line,60,Allow Train T0836 to go first,,,,,
T0837,Freight,Station_44,26,10,Occupied,Skip,Double-line,100,Hold Train T0837,Station_38,22.0,,,
T0838,Freight,Station_29,32,20,Free,All Stops,Single-line,80,Hold Train T0838,Station_9,21.0,,,
T0839,Passenger,Station_39,54,6,Free,Skip,Double-line,80,Allow Train T0839 to go first,,,,,
T0840,Freight,Section_23,118,30,Free,Skip,Double-line,80,Reroute Train T0840,,,Section_42 → Station_22 → Section_12,35.0,Weather
T0841,Passenger,Section_46,96,7,Free,All Stops,Single-line,90,Allow Train T0841 to go first,,,,,
T0842,Freight,Section_44,61,41,Occupied,Skip,Single-line,110,Allow Train T0842 to go first,,,,,
T0843,Express,Section_7,116,5,Free,Skip,Single-line,80,Reroute Train T0843,,,Station_36 → Station_19 → Station_25,23.0,Accident
T0844,Passenger,Station_28,113,43,Free,All Stops,Double-line,120,Reroute Train T0844,,,Section_8 → Section_11 → Station_13,32.0,Maintenance
T0845,Freight,Section_25,74,40,Occupied,Skip,Double-line,90,Reroute Train T0845,,,Section_29 → Section_6 → Station_45,30.0,Weather
T0846,Passenger,Section_3,37,2,Occupied,Skip,Single-line,90,Hold Train T0846,Station_2,5.0,,,
T0847,Freight,Section_42,46,9,Free,All Stops,Single-line,120,Hold Train T0847,Station_44,27.0,,,
T0848,Passenger,Station_26,99,29,Free,Skip,Single-line,60,Reroute Train T0848,,,Station_10 → Section_48 → Station_34,20.0,Maintenance
T0849,Passenger,Station_3,46,44,Occupied,All Stops,Single-line,100,Allow Train T0849 to go first,,,,,
T0850,Express,Station_43,63,50,Free,Skip,Double-line,60,Reroute Train T0850,,,Section_40 → Station_13 → Station_6,9.0,Weather
T0851,Freight,Station_20,53,0,Free,Skip,Single-line,100,Hold Train T0851,Station_36,23.0,,,
T0852,Freight,Station_27,85,16,Occupied,All Stops,Double-line,110,Allow Train T0852 to go first,,,,,
T0853,Express,Station_41,36,32,Free,All Stops,Double-line,60,Reroute Train T0853,,,Station_24 → Station_14 → Station_37,30.0,Weather
T0854,Freight,Station_12,104,16,Occupied,Skip,Double-line,120,Hold Train T0854,Station_19,26.0,,,
T0855,Express,Station_20,2,56,Free,Skip,Double-line,120,Allow Train T0855 to go first,,,,,
T0856,Freight,Section_3,54,23,Free,Skip,Double-line,100,Reroute Train T0856,,,Station_43 → Station_34 → Section_26,15.0,Weather
T0857,Freight,Station_17,37,0,Free,Skip,Single-line,60,Reroute Train T0857,,,Section_1 → Section_36 → Station_7,10.0,Accident
T0858,Freight,Section_46,48,50,Free,All Stops,Single-line,110,Allow Train T0858 to go first,,,,,
T0859,Freight,Section_49,43,17,Free,Skip,Double-line,60,Hold Train T0859,Station_42,11.0,,,
T0860,Freight,Station_8,112,41,Free,Skip,Double-line,100,Reroute Train T0860,,,Station_28 → Station_49 → Section_27,17.0,Maintenance
T0861,Express,Station_8,7,46,Free,Skip,Single-line,60,Reroute Train T0861,,,Section_7 → Section_17 → Station_15,5.0,Accident
T0862,Freight,Station_6,22,33,Free,All Stops,Double-line,60,Hold Train T0862,Station_35,24.0,,,
T0863,Express,Section_30,87,3,Free,Skip,Double-line,120,Allow Train T0863 to go first,,,,,
T0864,Freight,Section_7,53,27,Free,Skip,Double-line,100,Allow Train T0864 to go first,,,,,
T0865,Freight,Section_33,3,32,Free,Skip,Single-line,120,Reroute Train T0865,,,Section_5 → Section_17 → Station_9,27.0,Accident
T0866,Passenger,Section_40,32,49,Occupied,Skip,Double-line,120,Allow Train T0866 to go first,,,,,
T0867,Express,Station_12,4,22,Free,Skip,Single-line,110,Hold Train T0867,Station_32,11.0,,,
T0868,Freight,Section_8,79,32,Occupied,Skip,Single-line,110,Reroute Train T0868,,,Station_16 → Section_46 → Station_40,13.0,Weather
T0869,Freight,Station_30,60,26,Occupied,Skip,Single-line,100,Hold Train T0869,Station_28,20.0,,,
T0870,Freight,Station_13,65,31,Occupied,All Stops,Single-line,120,Reroute Train T0870,,,Section_20 → Station_28 → Section_3,20.0,Weather
T0871,Freight,Section_18,115,42,Occupied,Skip,Single-line,120,Reroute Train T0871,,,Section_1 → Section_50 → Section_32,15.0,Weather
T0872,Passenger,Station_23,75,10,Free,All Stops,Double-line,100,Hold Train T0872,Station_33,27.0,,,
T0873,Freight,Station_2,72,44,Free,All Stops,Double-line,60,Hold Train T0873,Station_21,10.0,,,
T0874,Express,Section_21,117,41,Free,All Stops,Double-line,110,Reroute Train T0874,,,Station_31 → Station_41 → Section_23,39.0,Maintenance
T0875,Express,Station_42,43,39,Occupied,All Stops,Double-line,80,Hold Train T0875,Station_21,24.0,,,
T0876,Passenger,Station_49,37,1,Free,All Stops,Single-line,90,Allow Train T0876 to go first,,,,,
T0877,Express,Section_41,120,59,Occupied,Skip,Double-line,60,Hold Train T0877,Station_22,20.0,,,
T0878,Freight,Section_25,24,36,Free,Skip,Double-line,100,Hold Train T0878,Station_6,22.0,,,
T0879,Freight,Section_7,10,41,Free,All Stops,Double-line,60,Allow Train T0879 to go first,,,,,
T0880,Freight,Station_47,99,2,Free,Skip,Double-line,90,Reroute Train T0880,,,Section_41 → Section_32 → Station_24,38.0,Weather
T0881,Freight,Section_13,44,40,Occupied,Skip,Single-line,120,Allow Train T0881 to go first,,,,,
T0882,Express,Section_26,25,1,Free,Skip,Single-line,90,Reroute Train T0882,,,Station_2 → Station_9 → Section_33,37.0,Weather
T0883,Freight,Station_5,63,17,Free,Skip,Double-line,120,Reroute Train T0883,,,Section_27 → Station_45 → Station_20,16.0,Congestion
T0884,Express,Station_25,52,38,Free,Skip,Single-line,100,Allow Train T0884 to go first,,,,,
T0885,Express,Station_2,100,60,Occupied,Skip,Single-line,80,Hold Train T0885,Station_12,17.0,,,
T0886,Freight,Section_41,54,8,Occupied,All Stops,Double-line,80,Hold Train T0886,Station_48,25.0,,,
T0887,Passenger,Station_4,89,51,Occupied,All Stops,Single-line,120,Hold Train T0887,Station_20,17.0,,,
T0888,Freight,Section_27,47,57,Occupied,All Stops,Double-line,60,Reroute Train T0888,,,Station_49 → Section_20 → Section_14,18.0,Accident
T0889,Freight,Station_39,32,60,Occupied,Skip,Double-line,90,Reroute Train T0889,,,Station_9 → Station_36 → Station_49,32.0,Weather
T0890,Passenger,Section_16,25,42,Occupied,Skip,Double-line,110,Reroute Train T0890,,,Station_30 → Section_35 → Station_46,40.0,Weather
T0891,Freight,Station_21,109,26,Occupied,Skip,Double-line,100,Hold Train T0891,Station_34,15.0,,,
T0892,Express,Station_20,3,55,Occupied,All Stops,Double-line,110,Hold Train T0892,Station_1,21.0,,,
T0893,Freight,Station_38,31,10,Occupied,Skip,Double-line,90,Allow Train T0893 to go first,,,,,
T0894,Freight,Section_6,76,44,Occupied,Skip,Double-line,60,Reroute Train T0894,,,Station_40 → Station_41 → Station_8,28.0,Maintenance
T0895,Freight,Station_23,68,17,Occupied,All Stops,Single-line,120,Allow Train T0895 to go first,,,,,
T0896,Express,Section_9,25,17,Free,Skip,Single-line,120,Hold Train T0896,Station_29,12.0,,,
T0897,Freight,Section_13,116,9,Occupied,All Stops,Double-line,120,Reroute Train T0897,,,Section_38 → Station_1 → Station_31,40.0,Maintenance
T0898,Express,Section_4,17,21,Occupied,Skip,Double-line,60,Reroute Train T0898,,,Station_17 → Section_39 → Section_40,5.0,Accident
T0899,Passenger,Station_3,84,11,Free,All Stops,Single-line,90,Allow Train T0899 to go first,,,,,
T0900,Express,Station_18,116,29,Occupied,Skip,Single-line,100,Reroute Train T0900,,,Section_48 → Station_43 → Station_25,10.0,Maintenance
T0901,Express,Station_19,30,42,Occupied,Skip,Double-line,80,Hold Train T0901,Station_23,10.0,,,
T0902,Passenger,Station_34,19,35,Occupied,All Stops,Single-line,120,Hold Train T0902,Station_8,27.0,,,
T0903,Express,Section_18,46,31,Free,Skip,Double-line,90,Hold Train T0903,Station_22,7.0,,,
T0904,Passenger,Section_31,96,27,Free,Skip,Single-line,90,Allow Train T0904 to go first,,,,,
T0905,Express,Section_12,85,57,Occupied,All Stops,Double-line,90,Reroute Train T0905,,,Station_29 → Section_39 → Section_9,7.0,Weather
T0906,Express,Section_11,23,34,Free,All Stops,Double-line,80,Allow Train T0906 to go first,,,,,
T0907,Passenger,Station_33,49,6,Free,Skip,Double-line,100,Hold Train T0907,Station_28,28.0,,,
T0908,Freight,Section_48,111,47,Free,All Stops,Double-line,60,Allow Train T0908 to go first,,,,,
T0909,Passenger,Station_4,65,16,Free,All Stops,Double-line,80,Allow Train T0909 to go first,,,,,
T0910,Freight,Section_30,119,3,Occupied,Skip,Single-line,110,Hold Train T0910,Station_16,5.0,,,
T0911,Express,Section_30,76,21,Free,All Stops,Double-line,60,Hold Train T0911,Station_22,6.0,,,
T0912,Freight,Station_43,92,39,Free,Skip,Double-line,100,Allow Train T0912 to go first,,,,,
T0913,Freight,Station_13,22,60,Free,All Stops,Single-line,110,Reroute Train T0913,,,Section_18 → Station_5 → Station_40,37.0,Accident
T0914,Express,Section_35,37,41,Free,Skip,Single-line,90,Reroute Train T0914,,,Station_32 → Section_2 → Station_39,28.0,Maintenance
T0915,Freight,Station_19,70,11,Free,Skip,Single-line,90,Allow Train T0915 to go first,,,,,
